"ibge","no_cidade","area_territorial","co_regiao_saude"
"420320","Camboriú","214.499","42005"
"311060","Cambuí","244.567","31007"
"421205","Palmeira","292.217","42013"
"310040","Acaiaca","101.886","31060"
"230020","Acaraú","842.555","23012"
"320016","Água Doce do Norte","484.047","32003"
"350075","Alambari","159.271","35161"
"521680","Petrolina de Goiás","531.3","52001"
"353540","Panorama","356.312","35111"
"353560","Paraibuna","809.577","35171"
"411845","Pato Bragado","135.286","41020"
"240930","Patu","319.127","24006"
"353640","Paulicéia","373.568","35111"
"410320","Bom Sucesso","322.756","41016"
"290410","Boquira","1482.7","29003"
"260270","Buenos Aires","93.187","26006"
"330045","Belford Roxo","77.815","33005"
"310680","Bias Fortes","283.535","31090"
"314550","Olímpio Noronha","54.633","31008"
"353400","Onda Verde","243.119","35155"
"314670","Palma","316.486","31044"
"240830","Nova Cruz","277.657","24001"
"431308","Nova Pádua","103.238","43026"
"310370","Araponga","303.792","31061"
"350320","Araraquara","1004.14","35031"
"160080","Vitória do Jari","2482.88","16003"
"421985","Zortéa","190.149","42008"
"231380","Uruburetama","107.566","23006"
"432150","Torres","160.194","43004"
"110015","Ouro Preto do Oeste","1969.85","11003"
"410300","Boa Esperança","307.382","41011"
"250215","Boa Vista","476.538","25016"
"310720","Bocaina de Minas","503.793","31090"
"330050","Bom Jardim","384.639","33009"
"353160","Monte Castelo","232.565","35111"
"220665","Morro Cabeça no Tempo","2116.93","22002"
"310665","Berizal","488.755","31085"
"250205","Bernardino Batista","50.628","25009"
"250210","Boa Ventura","170.579","25007"
"320070","Atilio Vivacqua","226.814","32004"
"420200","Balneário Camboriú","46.797","42005"
"314480","Nova Lima","429.063","31016"
"130310","Nova Olinda do Norte","5608.56","13001"
"314520","Nova Serrana","282.369","31032"
"314380","Munhoz","191.564","31007"
"314450","Nazareno","329.128","31015"
"220020","Água Branca","97.04","22004"
"430057","Alto Feliz","79.173","43026"
"410080","Alvorada do Sul","424.25","41017"
"353110","Mongaguá","142.126","35041"
"230860","Monsenhor Tabosa","893.644","23015"
"313920","Malacacheta","727.885","31099"
"350110","Alto Alegre","319.035","35023"
"330010","Angra dos Reis","825.088","33001"
"314230","Moeda","155.112","31016"
"350200","Analândia","326.281","35104"
"500100","Aparecida do Taboado","2750.15","50004"
"320060","Aracruz","1435.97","32001"
"420140","Araranguá","303.907","42014"
"310430","Areado","283.124","31001"
"352930","Matão","524.855","35033"
"320316","Laranja da Terra","456.987","32002"
"313865","Lontra","259.2","31049"
"412850","Wenceslau Braz","397.917","41019"
"251740","Zabelê","109.394","25005"
"293270","Uruçuca","391.97","29009"
"522190","Varjão","519.194","52002"
"330620","Vassouras","538.134","33003"
"355670","Vinhedo","81.604","35072"
"210640","Mata Roma","548.411","21006"
"352670","Leme","402.873","35101"
"420165","Arvoredo","90.709","42002"
"211290","Vitória do Mearim","716.716","21009"
"317103","Verdelândia","1570.57","31052"
"432285","Vespasiano Correa","113.886","43029"
"320313","João Neiva","272.834","32001"
"352630","Lagoinha","255.472","35174"
"220515","Jacobina do Piauí","1370.72","22009"
"293190","Tucano","2799.12","29025"
"355500","Tupã","628.513","35095"
"355510","Tupi Paulista","245.336","35111"
"293120","Taperoá","410.784","29027"
"270430","Maceió","503.069","27001"
"291995","Maetinga","681.668","29028"
"510517","Juruena","3222.65","51008"
"352400","Itupeva","200.748","35073"
"411170","Jaboti","139.277","41019"
"270920","Traipu","697.963","27007"
"421875","Tunápolis","132.909","42001"
"522155","Turvelândia","933.957","52015"
"316980","Turvolândia","221","31007"
"522170","Uruana","522.505","52013"
"291490","Itacaré","737.85","29009"
"431055","Itacurubi","1120.88","43002"
"313260","Itamarati de Minas","94.568","31044"
"355120","Sarutaiá","141.608","35061"
"270890","Satuba","42.628","27001"
"292937","São José do Jacuípe","406.028","29014"
"313480","Jacuí","409.229","31009"
"291540","Itaju do Colônia","1222.71","29012"
"420845","Itapoá","255.746","42011"
"421755","Serra Alta","90.444","42002"
"316695","Serranópolis de Minas","551.953","31052"
"316700","Serranos","213.173","31008"
"330580","Teresópolis","770.601","33009"
"241335","Serra do Mel","616.51","24002"
"261400","Serrita","1514.37","26011"
"421760","Siderópolis","262.718","42015"
"291345","Igrapiúna","527.212","29027"
"313070","Indianópolis","830.03","31075"
"260720","Ipojuca","532.644","26010"
"352140","Iracemápolis","115.118","35102"
"432060","Severiano de Almeida","167.614","43016"
"316750","Simão Pereira","135.689","31097"
"211172","Satubinha","441.809","21014"
"291440","Iraquara","1029.38","29023"
"411070","Irati","999.519","41004"
"320265","Irupi","184.428","32004"
"351790","Guaraci","641.501","35051"
"312825","Guaraciama","390.262","31083"
"420665","Guatambú","204.759","42002"
"420680","Ibicaré","156.073","42008"
"510710","São José dos Quatro Marcos","1289.09","51011"
"522015","São Luíz do Norte","586.058","52013"
"355010","São Manuel","650.768","35063"
"520970","Hidrolândia","943.896","52002"
"291300","Ibitiara","1847.57","29023"
"291150","Gongogi","197.65","29012"
"211125","São José dos Basílios","362.69","21012"
"211140","São Luís Gonzaga do Maranhão","968.567","21002"
"211102","São João do Carú","615.692","21014"
"316290","São João Nepomuceno","407.427","31047"
"421660","São José","151.137","42007"
"351720","Guaiçara","270.23","35065"
"521980","São Domingos","3295.73","52007"
"240440","Grossos","126.457","24002"
"330185","Guapimirim","360.766","33009"
"280220","Feira Nova","184.932","28005"
"354860","São Bento do Sapucaí","252.58","35174"
"220955","São Braz do Piauí","656.359","22006"
"315830","Santana da Vargem","172.444","31011"
"312695","Frei Lagonegro","167.474","31080"
"420515","Doutor Pedrinho","375.753","42006"
"430670","Dona Francisca","114.346","43001"
"280260","Gracho Cardoso","242.061","28005"
"420535","Flor do Sertão","58.709","42001"
"310445","Aricanduva","243.328","31027"
"355660","Vera Cruz","248.072","35093"
"412865","Virmond","243.174","41005"
"241110","Ruy Barbosa","125.808","24005"
"353820","Pinhalzinho","154.531","35071"
"251274","Riachão","90.15","25002"
"354325","Ribeirão Grande","333.364","35161"
"510719","Ribeirãozinho","625.58","51005"
"412010","Porto Amazonas","186.581","41003"
"220030","Alto Longá","1737.83","22004"
"312630","Fortaleza de Minas","218.792","31092"
"520750","Estrela do Norte","301.641","52008"
"312490","Eugenópolis","309.395","31045"
"250510","Cuité","741.835","25004"
"420100","Anita Garibaldi","588.614","42013"
"314990","Perdões","270.657","31004"
"210840","Peri Mirim","405.3","21011"
"280750","Tomar do Geru","304.903","28002"
"270250","Dois Riachos","140.474","27009"
"420435","Cordilheira Alta","83.77","42002"
"520580","Corumbá de Goiás","1061.95","52011"
"311650","Claro dos Poções","720.423","31084"
"353150","Monte Azul Paulista","263.444","35052"
"220610","Matias Olímpio","226.373","22003"
"410740","Enéas Marques","192.204","41008"
"410600","Congonhinhas","535.964","41018"
"430515","Cerro Grande","73.438","43020"
"110018","Pimenta Bueno","6240.94","11002"
"353550","Paraguaçu Paulista","999.935","35092"
"421780","Taió","693.026","42004"
"412690","Tapira","434.372","41012"
"311700","Comercinho","654.959","31065"
"311720","Conceição das Pedras","102.206","31003"
"310800","Bom Sucesso","705.046","31015"
"290060","Aiquara","159.691","29015"
"520150","Aporé","2900.16","52016"
"411610","Moreira Sales","353.773","41011"
"241105","Tibau","169.21","24002"
"241430","Timbaúba dos Batistas","135.453","24004"
"320500","Serra","553.526","32002"
"316470","São Sebastião do Paraíso","814.925","31009"
"431990","Sapiranga","138.315","43007"
"292970","Sátiro Dias","1010.03","29001"
"311210","Caparaó","130.694","31042"
"420390","Capinzal","243.9","42008"
"240810","Natal","167.16","24007"
"314440","Natércia","188.719","31007"
"250933","Matinhas","38.123","25003"
"250900","Manaíra","352.568","25011"
"412470","São Jerônimo da Serra","823.776","41018"
"421630","São João Batista","220.727","42007"
"316070","Santos Dumont","637.373","31046"
"310660","Bertópolis","427.802","31062"
"240670","Lajes","676.619","24003"
"313820","Lavras","564.743","31004"
"352790","Lutécia","474.925","35092"
"315910","Santana dos Montes","196.565","31079"
"521971","Santo Antônio da Barra","451.598","52015"
"421550","Santa Cecília","1145.32","42009"
"315765","Santa Helena de Minas","276.432","31062"
"230070","Alto Santo","1338.21","23010"
"350210","Andradina","964.191","35022"
"350270","Apiaí","974.324","35162"
"261390","Serra Talhada","2979.99","26012"
"510520","Juscimeira","2206.04","51013"
"313450","Itutinga","372.018","31004"
"431580","Roca Sales","208.63","43029"
"315700","Salinas","1887.64","31098"
"354510","Salmourão","172.292","35091"
"412150","Rebouças","481.841","41004"
"171855","Riachinho","517.476","17002"
"410180","Araucária","469.168","41002"
"421880","Turvo","233.702","42014"
"317030","Umburatiba","405.832","31062"
"310163","Alfredo Vasconcelos","130.815","31013"
"330020","Araruama","638.023","33002"
"315940","Santa Rita de Ibitipoca","324.234","31013"
"510627","Novo Horizonte do Norte","879.662","51016"
"420830","Itapema","59.361","42005"
"431030","Ilópolis","116.481","43029"
"270730","Porto Calvo","307.914","27002"
"270740","Porto de Pedras","257.655","27002"
"251207","Poço de José de Moura","100.971","25009"
"312990","Ibitiúra de Minas","68.316","31006"
"290120","Anagé","1947.36","29028"
"290350","Belo Campo","629.095","29028"
"210020","Alcântara","1486.67","21016"
"312870","Guaxupé","286.398","31002"
"420700","Içara","294.132","42015"
"351650","Gabriel Monteiro","138.546","35023"
"521770","Pontalina","1436.95","52002"
"421250","Penha","61.966","42005"
"251560","Serra da Raiz","29.082","25002"
"293060","Serrolândia","295.823","29014"
"421710","São Martinho","224.53","42016"
"312660","Francisco Dumont","1576.13","31083"
"351640","Franco da Rocha","134.114","35012"
"110145","Parecis","2548.69","11005"
"314780","Passa-Vinte","246.564","31090"
"230950","Orós","576.267","23017"
"431270","Nonoai","469.311","43016"
"316130","São Francisco de Sales","1128.86","31071"
"150670","Santana do Araguaia","11591.5","15001"
"250500","Cubati","136.966","25004"
"150497","Nova Ipixuna","1564.18","15003"
"411722","Nova Santa Rosa","204.666","41020"
"353210","Murutinga do Sul","250.837","35022"
"353240","Nazaré Paulista","325.926","35071"
"354380","Rinópolis","358.329","35095"
"210750","Paço do Lumiar","124.753","21016"
"316810","Tapira","1179.25","31070"
"355430","Teodoro Sampaio","1556","35115"
"421820","Timbó","127.249","42006"
"311950","Coronel Murta","815.411","31064"
"311570","Central de Minas","204.328","31038"
"311520","Conceição da Barra de Minas","273.014","31015"
"314110","Matozinhos","252.28","31025"
"314270","Montalvânia","1503.78","31076"
"210632","Maracaçumé","629.302","21019"
"313490","Jacutinga","347.75","31007"
"500430","Iguatemi","2946.52","50003"
"312830","Guaranésia","294.828","31002"
"421700","São Ludgero","107.572","42016"
"355000","São Luís do Paraitinga","617.316","35174"
"311760","Conceição do Pará","250.33","31032"
"311410","Carmo de Minas","322.285","31008"
"250840","Lastro","102.669","25010"
"352820","Macedônia","327.725","35154"
"420910","Joinville","1146.87","42011"
"270620","Palestina","48.894","27009"
"421060","Massaranduba","373.297","42011"
"316150","São Geraldo","185.578","31048"
"220950","Santo Inácio do Piauí","852.876","22008"
"520400","Cabeceiras","1127.6","52003"
"260300","Cabrobó","1657.94","26009"
"290510","Caém","548.147","29014"
"420310","Caibi","171.712","42002"
"291860","Jussiape","585.184","29003"
"411310","Kaloré","193.299","41016"
"313753","Lagoa Grande","1236.3","31077"
"411180","Jacarezinho","602.529","41019"
"313545","Jenipapo de Minas","284.452","31064"
"313590","Jesuânia","153.852","31008"
"291220","Ibicoara","849.872","29003"
"312600","Florestal","191.421","31017"
"412863","Doutor Ulysses","781.451","41002"
"220370","Esperantina","911.21","22003"
"280640","Santana do São Francisco","45.62","28007"
"261240","Sanharó","268.685","26003"
"350745","Borebi","347.989","35062"
"260160","Belém do São Francisco","1830.79","26011"
"310620","Belo Horizonte","331.4","31016"
"130190","Itacoatiara","8892.02","13004"
"291685","Itatim","583.435","29022"
"313375","Itaú de Minas","153.421","31092"
"352390","Itu","640.757","35163"
"313410","Itueta","452.675","31040"
"260700","Inajá","1182.55","26002"
"521000","Inhumas","613.225","52001"
"410450","Capanema","418.706","41008"
"315590","Rio Preto","348.14","31090"
"354530","Salto de Pirapora","280.502","35163"
"261150","Quipapá","230.616","26008"
"520310","Baliza","1782.6","52009"
"250153","Baraúna","50.581","25004"
"420060","Águas Mornas","326.524","42007"
"313190","Itabirito","542.609","31022"
"312930","Iapu","340.579","31037"
"291290","Ibirataia","294.864","29015"
"290330","Barro Preto","128.38","29012"
"240615","Jundiá","44.641","24001"
"431446","Pinhal da Serra","437.352","43024"
"220670","Nazaré do Piauí","1315.83","22011"
"520960","Heitoraí","229.638","52012"
"316295","São José da Lapa","47.929","31025"
"320100","Boa Esperança","428.557","32003"
"320370","Muniz Freire","679.926","32004"
"291200","Ibiassucê","426.671","29007"
"410770","Fênix","234.1","41011"
"355230","Sud Mennucci","591.305","35022"
"353080","Mogi Mirim","497.779","35141"
"354850","Santos","281.056","35041"
"210355","Conceição do Lago-Açu","733.227","21002"
"420110","Anitápolis","542.381","42007"
"412065","Quarto Centenário","321.876","41011"
"351920","Iacri","322.633","35095"
"355535","Ubarana","209.631","35156"
"412390","Santa Mariana","427.194","41018"
"211100","São João Batista","690.679","21018"
"421505","Rio Rufino","282.569","42013"
"430130","Arroio Grande","2513.61","43021"
"421165","Novo Horizonte","151.674","42003"
"330205","Italva","293.82","33007"
"150200","Cachoeira do Arari","3101.74","15013"
"431306","Nova Hartz","62.558","43007"
"431610","Ronda Alta","419.346","43020"
"432032","Senador Salgado Filho","147.21","43014"
"421420","Quilombo","279.281","42002"
"120038","Plácido de Castro","1943.25","12002"
"411573","Mato Rico","394.534","41022"
"313160","Iraí de Minas","356.264","31074"
"350100","Altinópolis","929.836","35133"
"312750","Gonzaga","209.347","31036"
"520055","Alto Horizonte","503.763","52014"
"292105","Matina","775.727","29007"
"314630","Padre Paraíso","544.374","31067"
"290890","Coração de Maria","348.156","29006"
"410590","Colorado","403.263","41015"
"431920","São Nicolau","485.326","43011"
"292400","Paulo Afonso","1579.72","29017"
